title,price,area,address,floors,bedrooms,description,phan_khu,view,furniture
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.72 tỷ,Diện tích: 93.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",22 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.99 tỷ,Diện tích: 54.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",6 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.78 tỷ,Diện tích: 35.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.68 tỷ,Diện tích: 64.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",8 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Sapphire,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.19 tỷ,Diện tích: 56.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.58 tỷ,Diện tích: 68.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 4.93 tỷ,Diện tích: 63.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Ruby,Hồ Ngọc Trai,Full đồ
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.06 tỷ,Diện tích: 33.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Pavilion,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.86 tỷ,Diện tích: 58.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Sapphire,Hồ Ngọc Trai,Full đồ
Bán gấp căn 1N phân khu Ruby Vinhomes Ocean Park,Giá: 2.46 tỷ,Diện tích: 32.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Ruby,Hồ Ngọc Trai,Full đồ
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.98 tỷ,Diện tích: 85.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",8 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Zenpark,Thành phố,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.59 tỷ,Diện tích: 57.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view VinUni, nội thất Full đồ",Ruby,VinUni,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.1 tỷ,Diện tích: 67.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.28 tỷ,Diện tích: 35.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 5.23 tỷ,Diện tích: 95.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,3 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Sapphire,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.39 tỷ,Diện tích: 58.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Zenpark,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.84 tỷ,Diện tích: 39.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,1 phòng ngủ,"Căn hộ view VinUni, nội thất Cơ bản",Sapphire,VinUni,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.6 tỷ,Diện tích: 38.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 5.31 tỷ,Diện tích: 92.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.13 tỷ,Diện tích: 58.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.28 tỷ,Diện tích: 87.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,3 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.12 tỷ,Diện tích: 61.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",6 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Sapphire,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.44 tỷ,Diện tích: 41.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,1 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Pavilion,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 5.79 tỷ,Diện tích: 92.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Zenpark,Thành phố,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.07 tỷ,Diện tích: 81.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.67 tỷ,Diện tích: 77.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",13 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.67 tỷ,Diện tích: 57.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",22 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Zenpark,Nội khu,Trống
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.33 tỷ,Diện tích: 63.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.27 tỷ,Diện tích: 61.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",25 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 5.77 tỷ,Diện tích: 98.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.73 tỷ,Diện tích: 59.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.24 tỷ,Diện tích: 33.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.48 tỷ,Diện tích: 54.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 4.03 tỷ,Diện tích: 84.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",29 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.03 tỷ,Diện tích: 60.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Zenpark,Nội khu,Trống
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 1.85 tỷ,Diện tích: 34.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",5 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Zenpark,Thành phố,Cơ bản
Bán gấp căn 3N phân khu Ruby Vinhomes Ocean Park,Giá: 5.96 tỷ,Diện tích: 96.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",31 tầng,3 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Ruby,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.94 tỷ,Diện tích: 58.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",33 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 5.19 tỷ,Diện tích: 91.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",22 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 4.5 tỷ,Diện tích: 93.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",19 tầng,3 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Trống",Sapphire,Hồ Ngọc Trai,Trống
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.65 tỷ,Diện tích: 63.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Zenpark,Thành phố,Trống
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.79 tỷ,Diện tích: 67.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",8 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.09 tỷ,Diện tích: 62.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",26 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 4.68 tỷ,Diện tích: 90.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.73 tỷ,Diện tích: 65.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.67 tỷ,Diện tích: 62.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Sapphire,Hồ Ngọc Trai,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.93 tỷ,Diện tích: 76.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",8 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Sapphire,Thành phố,Trống
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.41 tỷ,Diện tích: 41.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,1 phòng ngủ,"Căn hộ view VinUni, nội thất Cơ bản",Zenpark,VinUni,Cơ bản
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.39 tỷ,Diện tích: 66.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",11 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.61 tỷ,Diện tích: 41.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.4 tỷ,Diện tích: 62.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",8 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.21 tỷ,Diện tích: 56.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.85 tỷ,Diện tích: 37.7 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",18 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Ruby Vinhomes Ocean Park,Giá: 5.93 tỷ,Diện tích: 95.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Ruby,Thành phố,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.47 tỷ,Diện tích: 36.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",34 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.38 tỷ,Diện tích: 82.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.63 tỷ,Diện tích: 68.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",6 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.21 tỷ,Diện tích: 63.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Ruby,Nội khu,Cơ bản
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.46 tỷ,Diện tích: 35.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Sapphire,Thành phố,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.99 tỷ,Diện tích: 65.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",5 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.29 tỷ,Diện tích: 62.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",27 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 5.52 tỷ,Diện tích: 81.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Zenpark,Thành phố,Full đồ
Bán gấp căn 1N phân khu Zenpark Vinhomes Ocean Park,Giá: 2.33 tỷ,Diện tích: 42.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.24 tỷ,Diện tích: 55.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",20 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Sapphire,Hồ Ngọc Trai,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.68 tỷ,Diện tích: 39.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",12 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.48 tỷ,Diện tích: 37.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",7 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.6 tỷ,Diện tích: 55.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",16 tầng,2 phòng ngủ,"Căn hộ view VinUni, nội thất Full đồ",Pavilion,VinUni,Full đồ
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 3.56 tỷ,Diện tích: 64.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",19 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Ruby,Nội khu,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.05 tỷ,Diện tích: 69.9 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",25 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.17 tỷ,Diện tích: 64.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",25 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.35 tỷ,Diện tích: 56.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 3N phân khu Ruby Vinhomes Ocean Park,Giá: 4.71 tỷ,Diện tích: 77.1 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",28 tầng,3 phòng ngủ,"Căn hộ view VinUni, nội thất Full đồ",Ruby,VinUni,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 3.4 tỷ,Diện tích: 62.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",29 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Full đồ",Pavilion,Thành phố,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.1 tỷ,Diện tích: 61.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Zenpark,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Zenpark Vinhomes Ocean Park,Giá: 5.68 tỷ,Diện tích: 78.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",6 tầng,3 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Zenpark,Hồ Ngọc Trai,Full đồ
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 5.95 tỷ,Diện tích: 99.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",10 tầng,3 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Full đồ",Pavilion,Hồ Ngọc Trai,Full đồ
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.41 tỷ,Diện tích: 65.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",15 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Trống",Sapphire,Hồ Ngọc Trai,Trống
Bán gấp căn 1N phân khu Pavilion Vinhomes Ocean Park,Giá: 1.59 tỷ,Diện tích: 33.8 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",17 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Pavilion,Nội khu,Cơ bản
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.53 tỷ,Diện tích: 87.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",25 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Ruby Vinhomes Ocean Park,Giá: 4.4 tỷ,Diện tích: 64.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",30 tầng,2 phòng ngủ,"Căn hộ view Hồ Ngọc Trai, nội thất Cơ bản",Ruby,Hồ Ngọc Trai,Cơ bản
Bán gấp căn 3N phân khu Pavilion Vinhomes Ocean Park,Giá: 5.11 tỷ,Diện tích: 97.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",14 tầng,3 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Pavilion,Nội khu,Full đồ
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 4.41 tỷ,Diện tích: 69.4 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",21 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Zenpark,Nội khu,Full đồ
Bán gấp căn 2N phân khu Pavilion Vinhomes Ocean Park,Giá: 2.6 tỷ,Diện tích: 57.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",32 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Pavilion,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.2 tỷ,Diện tích: 67.3 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",25 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Full đồ",Sapphire,Nội khu,Full đồ
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.24 tỷ,Diện tích: 30.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",4 tầng,1 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.97 tỷ,Diện tích: 56.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",9 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Trống",Sapphire,Nội khu,Trống
Bán gấp căn 3N phân khu Sapphire Vinhomes Ocean Park,Giá: 3.54 tỷ,Diện tích: 78.2 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",19 tầng,3 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.33 tỷ,Diện tích: 55.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",23 tầng,2 phòng ngủ,"Căn hộ view Nội khu, nội thất Cơ bản",Sapphire,Nội khu,Cơ bản
Bán gấp căn 2N phân khu Zenpark Vinhomes Ocean Park,Giá: 3.09 tỷ,Diện tích: 62.6 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",35 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Trống",Zenpark,Thành phố,Trống
Bán gấp căn 1N phân khu Sapphire Vinhomes Ocean Park,Giá: 1.41 tỷ,Diện tích: 31.5 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,1 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
Bán gấp căn 2N phân khu Sapphire Vinhomes Ocean Park,Giá: 2.94 tỷ,Diện tích: 68.0 m²,"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",3 tầng,2 phòng ngủ,"Căn hộ view Thành phố, nội thất Cơ bản",Sapphire,Thành phố,Cơ bản
